id,disasterType,startDate,cleansdate,endDate,cleanedate,lat,lon,Evacuated,Homeless,Injuries,Deaths,Insured Cost,Home(s) damaged,Home(s) destroyed,Building(s) damaged,Building(s) destroyed,Motor Vehicle(s) damaged,Motor Vehicle(s) destroyed,Business(es) damaged,Business(es) destroyed,Crop(s) destroyed,Livestock destroyed,Government assistance,regions
4535,Shipwreck ,15/12/1876 00:00:00,15/12/1876,15/12/1876 00:00:00,15/12/1876,-34.9715004,138.5121918,,,,6,,,,,,,,,,,,,South Australia
4658,Shipwreck ,7/16/2013 0:00,7/16/2013,7/16/2013 0:00,7/16/2013,-10.40137768,105.3369141,,,0,4,,,,,,,,,,,,,Outside Australia
4674,Extreme Weather,01/01/1917,01/01/1917,01/06/1917,1/06/1917,-20.82736778,144.2010498,,,,5,,,,,,,,,,,,,Queensland
4781,Bushfire ,10/13/2013 0:00,10/13/2013,11/13/2013 0:00,11/13/2013,-33.64834976,150.3664398,,,,2,183400000,,200,,,,,,,,,,New South Wales
4790,Bushfire ,01/11/2014,01/11/2014,1/14/2014 10:27,1/14/2014,-31.87464142,116.1416245,,,,1,15000000,,52,,,,,,,,,,Western Australia
4929,Environmental,04/01/2012,04/01/2012,2/19/2014 11:50,2/19/2014,-27.29368973,149.4580078,,,,,,,,,,,,,,,,,Queensland
4929,Environmental,04/01/2012,04/01/2012,2/19/2014 11:50,2/19/2014,-27.29368973,149.4580078,,,,,,,,,,,,,,,,,New South Wales
4946,Bushfire ,1/15/2014 10:59,1/15/2014,1/21/2014 10:59,1/21/2014,-37.12911987,142.5196228,,,,,,,,,30,,,,,,7000,,Victoria
4960,Environmental,01/11/2014,01/11/2014,1/21/2014 0:00,1/21/2014,-33.28461838,140.9765625,,,0,,,,,,,,,,,,80,,Queensland
4960,Environmental,01/11/2014,01/11/2014,1/21/2014 0:00,1/21/2014,-33.28461838,140.9765625,,,0,,,,,,,,,,,,80,,New South Wales
4960,Environmental,01/11/2014,01/11/2014,1/21/2014 0:00,1/21/2014,-33.28461838,140.9765625,,,0,,,,,,,,,,,,80,,Victoria
4960,Environmental,01/11/2014,01/11/2014,1/21/2014 0:00,1/21/2014,-33.28461838,140.9765625,,,0,,,,,,,,,,,,80,,South Australia
4960,Environmental,01/11/2014,01/11/2014,1/21/2014 0:00,1/21/2014,-33.28461838,140.9765625,,,0,,,,,,,,,,,,80,,Western Australia
4960,Environmental,01/11/2014,01/11/2014,1/21/2014 0:00,1/21/2014,-33.28461838,140.9765625,,,0,,,,,,,,,,,,80,,Tasmania
5013,Extreme Weather,12/16/2010 0:00,12/16/2010,12/20/2010 0:00,12/20/2010,-24.83908844,113.7496948,,,,,,,,,,,,,,,2000,,Queensland
5015,Bushfire ,02/09/2014,02/09/2014,2/14/2014 11:23,2/14/2014,-37.56471634,144.8931885,,,3,,,29,40,,,,,,,,10600,,Victoria
5041,Other ,02/09/2014,02/09/2014,3/19/2014 0:00,3/19/2014,-38.23251724,146.3935089,0,,0,,,,,,,,,,,,,,Victoria
5044,Transport ,3/22/2014 0:00,3/22/2014,3/22/2014 0:00,3/22/2014,-27.03710938,152.9489136,,,,5,,,,,,,,,,,,,Queensland
